komentarClean,cluster,prediksi_sentimen
contoh turkey disana parkir ramai teratur rambu free,6,negative
beli cilok ditarik parkir,6,negative
statement bapaknya parkir seikhlas maksa,6,negative
duwek ngepres kape tuku teh kotak ehh ketok onok parkir pole masuk nek dikeki parkir mecucu akhire sido tumbas,6,negative
tukang parkir terangan berdiri motir pegangin motor otomatis ngasih,6,negative
helm hilang tukang parkir uangnya klu kehilangan lepas tangan,6,negative
wingi parkir ng indomart i gelem jalok tros didudui ketak parkir resmi jarene,6,negative
malang idm alpa tukang parkir bangke ampe habis ribu sehari bayar parkir,6,negative
lsg hilangkan parkir minimarket ntar dikasih ngamok mreka blg jng memaksa menarik,6,negative
area pulowonokromo jln parkir mobil mobil susah,6,negative
iyo opo maneh nok sby pusat parkir,6,negative
tuku air mineral mbayar parkir,6,negative
tulisan parkir gratisnya diumpetin dibalik,6,negative
tarif parkir pakseolah olah masyarakat dibenturkan dg preman parkir,6,negative
kesel ditulis parkie gratis muncul uang mn disurabaya parkir mobil anak merantau pusing,6,negative
beli onde ngidam cm eehh muncul parkir brenti sampek menit kyknya,6,negative
dl suka brenti indmrt didekat tmpt kerja parkir eh tb alhasil bln mampir,6,negative
ingetin jgkl parkir minimarket jukirjgn parkir sembarangan jgapalagi smpe wrung orangbeli kagak numpang parkir,6,negative
potocofy ktp parkir,6,negative
alfaindomaret free parkir beneran serius nanya,6,negative
males masuk alfa lht barang cari lsng semenit ttp hrs parkir,6,negative
ditindak omongan dilapangan seindah aturan coy tulisan parkir gratis dicoret jukir,6,negative
aturannya teges sangsi melamggar aturan parkir liar jera,6,negative
bacaan parkir gratis didepan alfa indomaret ttp jukir,6,negative
gampang pasang stiker gede parkir gratis,6,negative
sakti inisalah desa konohapas parkir kdang sepipas mengemaprriiiteh nonggolhebatkan,6,negative
indomaret jl pandugo gaada eh ngarahin mobil uang parkir,6,negative
jakarta pancoran parkir ribu mobil motor ribu,6,negative
senua parkir kota malang karcis parkirnya,6,negative
tukang parkir indomaret alfa atm atm kasih maksa diteriakin bayar,6,negative
kadang oknum tukang parkir sok jagodi toko minimarket remaja jlnmayjen mustopo meresahkan,6,negative
salah parkir liar tarifnya wajar,6,negative
alfa indo tertulis parkir gratiss resiko kehilangan pemilik,6,negative
parkir minimarket gratis,6,negative
daerah bratang alafa indomart tukang parkir,6,negative
beli minuman parkir,6,negative
indomaret tulisan parkir gratis bayar langsung ngamok mukul kaca mobil,6,negative
ditulis parkir gratis ditarik parkir jukirnya beli minumnya parkir mobilnya,6,negative
salah penghasilan tukang parkir ngalahin umr surabaya lho,6,negative
cari dak eeeh keluarkan uang parkir sakitnya dompet,6,negative
wajah masnya disensor kasihan diincar tukang parkir surabaya,6,negative
ono tulisane gede parkir gratis yo jek ditarik nak yo ra tk bayar,6,negative
mini market jkt sepeda ajah parkir tagih wkwkwkk,6,negative
alfaindo tulisannya parkir gratis jukir,6,negative
minimarket tulisanya bbs parkir jukir liarnya minimarket brani menegur rumah,6,negative
suka bikin sakit hati parkir cari sndiri peluit ribu,6,negative
lucu parkir mall ngeruweng mahal,6,negative
parkir mall mobil aman mall tujuan jalan belanja indomaret atm musti bayar parkir,6,negative
liat kasian tukang ojol parkir,6,negative
lol lo bank bayar parkir boss slow nuduh bukti dimana bersukur lo berat ngeluarin uang ribu,6,negative
mcd parkir liar resmi kadang sebel jukir restoran fastfood,6,negative
disolo parkir alfamart padhal loh setahunan bnyak bgtkadang mls alfa beli aqua parkir,6,negative
parkir pulang muncul tukang,6,negative
daerah jukir pnya karcis parkir batam cb diperhatikan dh dpn alfmart indmart,6,negative
angel suroboyo iki paksoale parkir nak minimarket iku onok seng mayungila iku pean golekibaru pean pites,6,negative
lhokok ngunuseng tukang parkir sopo cakrinio cakng jombangkah kei eroh kerjoankungomong blarahruwet,6,negative
mohon ijin indomaret alfamart krembangan perak patroli tukang parkir liarnya lumayan blok merajalela,6,negative
parkir pemerasan perhalus,6,negative
tulisannya parkir gratis pakai vinil pakai huruf nisore onok jukire,6,negative
indomaretalfamart ambil uang ribu kenak parkir ribu niatnya utuh ehh kepecah,6,negative
merajalela parkir liar minimarket spt indomaret n alfaklo dikasih uang parkir meso,6,negative
kesel yek ngmg tok pakdaerah utara kececeran pakbahkan onok cat bebas parkir ilangikebacut,6,negative
juru parkir dijadikan profesi dianggap gpp semrawut menganggap wajar melanggar aturan,6,negative
indomaretalfamartwakeh pakprittttttttt tulisane parkir gratis,6,negative
untung kota gada parkir indomaret alsan nyebrangin jln bodoamat bocah nyebrang seberangin,6,positive
parkir minimarket iku wajar keamanan pengunjungsing ngawur iku parkir liar pasar maling wonokromo karo jukir nak ampel nek malem jumat,6,positive
tolong tindak lanjuti parkir bank mandiri wonorejo gang daerah kedungdoro meresahkan,6,negative
disitu lahannya bank mandiri parkirnya ngasih karcis gamasalah gaada parkir liar,6,negative
sehari x bnja parkir hbs ribu,6,negative
melarang parkir liar mrk madura mrk menguasai parkir dimn mn bosqu,6,negative
pilih bayar parkir bayar ribu bayar ribu,6,negative
minimarket dikampung tukang parkir,6,negative
indomaret tukang parkir,6,negative
setor uang indomaret bayar parkir cari endomaret tukang parkirnya akir,6,negative
iklas ngasi parkir fotokopi minimarket bertulisan parkir gratis,6,negative
dimana uang habis bayar parkir,6,negative
parkir ruko regency semolo cek,6,negative
lek ak yobrek mesio ono tukisane gratis parkir ono tulisane gratis parkir wehi rek konsul sek ambekasire kasire gratis,6,negative
parkire dikei susuke lo guateli ancen parkir,6,negative
suwon sarane pendatang soale jek kaget nak ndi dipalak parkir,6,negative
byr parkir digebrak mobilnya diajak ribut,6,negative
indomaret alfamart mini market tukang parkir warga pendapat an warga,6,negative
diindo dimana parkir kadang maksa preman susah diberantas setorannya,6,negative
parkir liar menjengkelkan seperi preman buanyak peduli menertibkan bikin geram,6,negative
tolong berantas parkir liar gratis jadikan lahan perkir,6,negative
tulisane bebas parkirpas mbalek ngadek jejek njalok duek parkir,6,negative
hebat lahan parkir beli tanah,6,negative
tutup alfa indomrt manfaat warga parkir salah kontribusi warga tutup ijinnya,6,negative
iklas ambil uang atm ribu parkir ribu bawa uang receh,6,negative
tulisan parkir gratis bebas parkir tukang parkir,6,negative
alah terulang ajamacam alfa parkir mesti lapor br taumank satpol pp alfa indomaret,6,negative
alfamidi ditarik parkir,6,negative
iklas ngasih parkir liar,6,negative
teko bagladesh biasane nggarai risih tertera nang kono parkir gratis sek ngelunjak njaluk,6,negative
lek ilang tukang parkir gelem tanggung a,6,negative
sampean biarpun parkir resmikalau hilangapadigantinonsen pengalamaniki bro,6,negative
ditegasin parkir minimarket gratis preman jukir situ disikat abis,6,negative
armuji hadang halaman parkir penuh parkir situ kosong sepi pengunjung tarif parkir ribu,6,negative
njupuk duwek siso ribu tego temen tarik parkir pdhal duwek gae mangan sak minggu,6,positive
ngasih maksa tinggal bilang makasih maspak sopan parkir liar sukarela ngasih trserah,6,negative
parkir liar slalu pangkat seragam dibelakangnya parkir liar sprti lahan jalanan,6,negative
tukang parkirnya bermasalah ormas dibalik tukang parkir diksih peringatan,6,negative
lahannytoko tkg parkir nagih parkirrr,6,negative
atm narik uang ribu parkir,6,negative
nang manukan kabeh indomaret wis onok jukir onok tulisan bebas parkir,6,negative
parah atm gaessss mesin jaga parkir wkwkwkwkw luawaaakkk,6,positive
parkir njengkelin parkir muncul mo makbedhunduk uang,6,negative
tindakan pakjangan himbauanpernah alfa anggota satpol pp diam lihat tarik parkir,6,negative
omsetnya gedean tukang parkir pemilik minimarketnya,6,negative
tulisane gratis bebas parkir yo sek onok seng parkir liar seng due minimarket yo teges blas,6,negative
tulisannya parkir gratis sehabis belanja minimarket wktu mundurin motor muncul persembunyian prit prit,6,negative
follow parkir bayar,6,negative
la indomart alfamart parkir warna rt itung bantu nganggur paham,6,positive
lahan narik parkir trotoar lahan,6,negative
faktanya mini market parkir luarnya pakmohon sweeping de percaya,6,positive
biarkan jukir memaksa uang parkir cari sesuap nasi protes pelitt bin meditt,6,negative
diminimart uda tertera tulisan gratis parkir bserta tulisan peraturan jels bikin heran jukir liar nangkring disitu,6,negative
kene nde alfa tuku seng promo eh ditarik parkir asuuu,6,negative
gpp harga motor mahal harga parkir,6,negative
sampean nek isok brantas parkir indomartalfamart hebat pungli parkir iku wis onkk tahunan hasil disetor oknum,6,negative
ketiga bergantian klau cuman beli barang dikenai parkirmaka bayar parkir,6,negative
daerah pasar pucang cak ji dikuasai jawa nunggu motorndak parkir ditarik uang parkir jukir meresahkan,6,positive
sampean keliling nak suroboyo lak akeh parkir liar,6,negative
nyaman memangada tulisan parkir gratis jukirnyapas dtg kliatan giliran pergi nodong uang parkir,6,negative
hilih parkir neng alfamart indomaret daerah mulyorejo iku gaonok gaonok parkir,6,negative
bayar parkir diteriakin,6,negative
pegel nk alfa parkir mangan nk warung parkir nk atm parkir ngopi parkirnek helm ilang spda ilang tanggung,6,positive
tulisannya parkir gratis mintain dikasih berdalih parkir gratis ngamuk,6,negative
ganjarpranowo maaf nggeh kulo pendatang semarang mini market akeh pol parkir liar tolong tindak,6,negative
minimarket tempatku bebas parkir motor ilang,6,negative
tulisannya parkir gratis dikasih uang jasa bilang ribu,6,negative
no online satpol pp lapor ditindak ben parkir nata giliran kluar nyemprit yo jls ngilang,6,positive
dilarang kegiatan parkir memaksa,6,negative
parkir resmi gpp liar yo gag tangung sopo gelem,6,negative
parkir liar jagain jalan stopinsebrangin,6,negative
jupuk duik nak atm jaluk i parkir,6,positive
parkir tolong rapiin jagaa bukanya dateng,6,negative
ambil uang atm bca alfamart kena parkir rebu yahh anggep narik uang rebu,6,negative
tolong pasar krampung parkir liar pot bunga jln tolong tertipkan,6,negative
parkir liar menjadikan masyarakat nyaman sulit tertibkan aparat dpt mendukung,6,negative
parkir ilegal bertanggungjawab,6,negative
mesti iki tukang parkir,6,negative
tolong dibrantas jukir liar alfa indomaret,6,negative
parkir sembarang kampung toloooonggg nyusahin uangelleeeeee talah,6,negative
surabaya minimarket bertarif tulisan gratis,6,negative
berantas pktlg kondisikan tukang parkir liar hak tanah,6,negative
kecamatan aturannya kenakan parkir ycm,6,negative
vidio polisi nangkep tukang parkir ilegal disalahin polisi,6,negative
kerjo seng gena cak ojo malakmalak dadi tukang parkir,6,negative
lho lek ilang wani ngijoli yo mlayu moco tulisan parkir gratis isok sekolah makano cak,6,negative
jaman hp banking cek gaji ditrf ditunggu kqng parkir,6,negative
tindakan lapangan tukang parkir menau perda pemerintah,6,negative
hahhiaa lek tepak duitnyaa ngepass duhngerasa bersalah bayar parkir,6,negative
tindak parkiran daerah pasar pabean and skitarnya bikin macet smpai sparuh jalan parkir,6,negative
parkir nang ngarepe rolag kayon mesti jaluki ribu gae mobil tulung tindak meresahkan,6,negative
tangkep tuku bakso ewu ditarik i parkir ewu,6,positive
halah ndek indo jl arjuno tulisan parkir gratis ilangi ben runu sektas metu langsung cegat gae uang parkir sampek binggung,6,negative
dihalaman kelurahan mbayar parkir jukir diam,6,negative
mung bayar parkir ribu abotinti mini market nek onok kehilangan psti lepas tanggung iku intine,6,negative
china india amerika tukang parkir indonesia,6,negative
tolong parkir indomart alfa klu uang gpp klu,6,negative
wilayah dukuh kupang islamic center girilaya parkir liar pakmoga respon,6,positive
masuk belikeluar bayar parkir,6,negative
tukang parkir togamas margorjo mosok masuk buku bukunya kluar lngsung tariki parkir karcisnya,6,negative
klau digratiskan parkir lahan indomaret alfamart terima kasih,6,positive
kalanya tarif parkir tarif karcis parkir,6,negative
brantas beking mrk masak pad parkir sll ujung bnyk bocor,6,negative
sanksi parkir ormasorganisasi ngelolamainin lahan deret organisasi,6,negative
dl kos brtg disitu setau jukir alfamidi tmbh sak penake karepe sungkan karo banner parkir gratis,6,negative
tua minimarket tulisan gratis parkir knpa uang tukang parkirnya,6,negative
ribu parkir sehari motor ribu,6,negative
surah tertera parkir gratis jukir,6,negative
alfamart alfamidi indomart dijagain tukang parkir liarpadahal tulisan parkir gratis guedeee,6,negative
smpek indomaret bilang gausah bayar parkir gratiss distruknya tulisannya,6,negative
betulllll skg ditulis gratis parkir,6,negative
daerah manukan alfaindomaret parkir tulisan gratis parkir,6,negative
surabaya masjukir kabehaku males melbu metu indomaret poleaaanmaksa sisan nak njalok parkir,6,negative
alfamidi bbrp soale tulisan gede gratis parkir dilarang parkir liar seneng alfamidihehe,6,negative
tulisan gratis parkir minimarket wasit,6,negative
selamat siang bpk wakil walikota mohon bantuannya menertertipkan tukang parkir didaerah plampitan karcis parkirngedrop bayar,6,negative
indo alfa aslinya gratis parkir,6,negative
tindak lanjutin daerah duku kupang kasih uang parkir marah,6,positive
salah lahan parkir kota surabaya diperjualbelikan etnis susah berantas kecuali aparat turun langsung,6,negative
jukir liar pasar jln gresikankec tambak sariwalaupun motor naiki kena bea parkir,6,positive
bratang indo alfa full parkir pakk,6,negative
kbs parkir diluar ditarik,6,negative
tulisan bebas parkir lo nangkring disitu,6,negative
indomart alfa embong malang pakada tulisanya dibalikdatang ksitu orangnya klwr dri situ i parkir,6,positive
magang nak gresik sak ulan onok parkir liar teko pucukkota q driver shopeefood indoalfa iku onok tkg parkir salutt akuu,6,negative
kadang wea ono tulisan gratis parkir sek ono jukir arep ngekeki ngadek nang mburi motor,6,negative
parkir alfamidi daerah sby kmaren kenak rbanjay parkir ribu pdhal alfamidi loh,6,negative
daerah sby barat manukan gatau organisasi megang supermarket jukirnya tulisan parkir gratis,6,negative
indomaret sak suroboyo mesti enek parkir ee ws enek tulisan parkir gratis,6,negative
lihat plang parkir gratis tukang parkir gratis masuk kategori parkir liar,6,negative
nek sidak alfa mart indomart pakbabah wis onok tulisan bebas parkir sik onok jukir,6,negative
uakeh indomaretalfamart tulisan bebas parkir yo jukire mbideg contoh ngagel madya,6,negative
surabaya utara jukir indomaret alfamart,6,negative
indomart alfamart bukit dukuh pakis pakada tukang parkir liarnya,6,negative
indomaret jalan kartini armuji tertera parkir gratis jukir liar disana,6,negative
helm mboten lepas parkir dilepas,6,negative
nang soto cak har tulisane bebas parkir guede pol sek jaluki uang parkir,6,negative
alfa indomaret tembok tulisan parkir gratistapi masi jukir,6,negative
indomaret daerah ampel jukirx tulisan parkir gratis,6,negative
parkir mall gpp belanja butuh penjagaan duduk alfa kena parkir motor mata,6,negative
indomaret tulisane bebas parkir sek onok jukir,6,negative
surabaya utara penuh parkir liar,6,positive
part tolong diselidiki ditindak armuji msyrkat enggan mampir keminimarket dikit parkir tertulis bebas parkir,6,negative
